"filter_key","city","pos_city","variant_id","item_id","item_name","units","image_url","sales_countribution","osa_d3","osa_d2","osa_d1","frontend_inv_qty","impact_level","impact_factor","issue_type","remark","doi_fe","doi_be_calc","po_cover_days","backend_inv_qty","drr_7_be","drr_7_fe_be","doi_be","doi_fe_be","po_count","units_ordered","remaining_quantity","total_amount"
noida-10249574,delhi,noida,"696713","10249574",SuperYou Pro Fermented Yeast Protein Powder Chocolate 1 kg (24g protein per scoop)(Pouch),"1000 g",https://cdn.grofers.com/da/cms-assets/cms/product/1d6c1dfb-649a-4fd5-8f61-38b58f2568d4.png?bg_token=color.surface.quaternary,2.32,35.9,37.95,40.51,68,Critical,0.07863638,LOW_STOCK_PO_SHORT,Backend 3.7d / frontend 3.8d - both low. Open PO of 84 units covers only 4.7d. Expedite fulfilment and request additional PO.,3.842343701004913,3.661508165225746,4.746424571829598,67,18.29847073299349,17.697531842925848,11.54795636224728,14.417048581267455,3,84,84,170461.2
mumbai-10249574,mumbai,mumbai,"696713","10249574",SuperYou Pro Fermented Yeast Protein Powder Chocolate 1 kg (24g protein per scoop)(Pouch),"1000 g",https://cdn.grofers.com/da/cms-assets/cms/product/1d6c1dfb-649a-4fd5-8f61-38b58f2568d4.png?bg_token=color.surface.quaternary,2.43,46.67,48.89,48.89,109,Critical,0.07071633,LOW_STOCK_PO_OK,Backend 3.4d / frontend 3.4d - both low. Open PO of 468 units (14.7d cover) is sufficient. Expedite PO fulfilment.,3.42152466367713,3.390134529147982,14.690582959641254,108,31.857142857142858,31.857142857142858,3.390134529147982,6.811659192825112,3,468,468,949712.4
bengaluru-10249574,bengaluru,bengaluru,"696713","10249574",SuperYou Pro Fermented Yeast Protein Powder Chocolate 1 kg (24g protein per scoop)(Pouch),"1000 g",https://cdn.grofers.com/da/cms-assets/cms/product/1d6c1dfb-649a-4fd5-8f61-38b58f2568d4.png?bg_token=color.surface.quaternary,1.95,49.72,59.32,59.89,30,Critical,0.04459549,STOCK_TRANSFER,Stock-transfer issue: backend has 348 units (24.3d) but darkstores hold 30 units (2.1d). Flag to Blinkit to push stock from warehouse to darkstores. OSA recovering (50% -> 60%).,2.099592312172394,24.338073807380738,52.069889341875374,348,14.298584298584299,14.288488210818306,24.338073807380738,26.436183618361838,4,744,744,1509799.2
noida-10249574,ghaziabad,noida,"696713","10249574",SuperYou Pro Fermented Yeast Protein Powder Chocolate 1 kg (24g protein per scoop)(Pouch),"1000 g",https://cdn.grofers.com/da/cms-assets/cms/product/1d6c1dfb-649a-4fd5-8f61-38b58f2568d4.png?bg_token=color.surface.quaternary,1.13,45.95,40.54,35.14,68,Critical,0.04166545,LOW_STOCK_PO_SHORT,Backend 3.7d / frontend 3.8d - both low. Open PO of 84 units covers only 4.7d. Expedite fulfilment and request additional PO. OSA falling (46% -> 35%).,3.842343701004913,3.661508165225746,4.746424571829598,67,18.29847073299349,17.697531842925848,11.54795636224728,14.417048581267455,3,84,84,170461.2
pune-10249574,pune,pune,"696713","10249574",SuperYou Pro Fermented Yeast Protein Powder Chocolate 1 kg (24g protein per scoop)(Pouch),"1000 g",https://cdn.grofers.com/da/cms-assets/cms/product/1d6c1dfb-649a-4fd5-8f61-38b58f2568d4.png?bg_token=color.surface.quaternary,2.14,52.81,68.54,68.54,50,Critical,0.03847598,LOW_STOCK_PO_OK,Backend 0.1d / frontend 2.2d - both low. Open PO of 336 units (14.7d cover) is sufficient. Expedite PO fulfilment. OSA recovering (53% -> 69%).,2.1878486818784157,0.08757782389564187,14.702343142222954,2,22.836831415030467,22.853500067962482,0.09333333333333334,6.845865384615386,4,336,336,681844.8
noida-10252336,delhi,noida,"700334","10252336",SuperYou Pro Fermented Yeast Protein- Coffee | 24g Protein Per Scoop 1.0 KILOGRAM,"1000 g",https://cdn.grofers.com/da/cms-assets/cms/product/86025951-c6d2-46e6-8dd2-3154bdfed892.png?bg_token=color.surface.quaternary,1.1,41.03,41.03,42.05,67,Critical,0.03651064,BE_LOW_PO_OPEN,Frontend OK (16.6d) but backend low (3d); open PO of 144 units (35.8d). Ensure PO is fulfilled before frontend runs out.,16.64924073978317,2.950781439792695,35.78344278401159,12,4.06671935717579,4.024207532773808,4.1890557939914155,46.31751072961372,2,144,144,292219.2
ahmedabad-10249574,ahmedabad,ahmedabad,"696713","10249574",SuperYou Pro Fermented Yeast Protein Powder Chocolate 1 kg (24g protein per scoop)(Pouch),"1000 g",https://cdn.grofers.com/da/cms-assets/cms/product/1d6c1dfb-649a-4fd5-8f61-38b58f2568d4.png?bg_token=color.surface.quaternary,0.76,10.87,13.04,19.57,27,Critical,0.03477618,LOW_STOCK_PO_OK,Backend 0d / frontend 1.7d - both low. Open PO of 444 units (28.1d cover) is sufficient. Expedite PO fulfilment.,1.7066784369938612,0.0,28.06537874167683,0,15.490859851049422,15.82020339318151,0.0,10.184807692307695,5,444,444,901009.2
noida-10252336,ghaziabad,noida,"700334","10252336",SuperYou Pro Fermented Yeast Protein- Coffee | 24g Protein Per Scoop 1.0 KILOGRAM,"1000 g",https://cdn.grofers.com/da/cms-assets/cms/product/86025951-c6d2-46e6-8dd2-3154bdfed892.png?bg_token=color.surface.quaternary,0.8,48.65,62.16,59.46,67,Critical,0.01853025,BE_LOW_PO_OPEN,Frontend OK (16.6d) but backend low (3d); open PO of 144 units (35.8d). Ensure PO is fulfilled before frontend runs out. OSA recovering (49% -> 59%).,16.64924073978317,2.950781439792695,35.78344278401159,12,4.06671935717579,4.024207532773808,4.1890557939914155,46.31751072961372,2,144,144,292219.2
mumbai-10252336,mumbai,mumbai,"700334","10252336",SuperYou Pro Fermented Yeast Protein- Coffee | 24g Protein Per Scoop 1.0 KILOGRAM,"1000 g",https://cdn.grofers.com/da/cms-assets/cms/product/86025951-c6d2-46e6-8dd2-3154bdfed892.png?bg_token=color.surface.quaternary,0.61,51.11,47.41,46.67,73,Critical,0.01844699,WATCH,"Inventory moderate (backend 5.7d, frontend 5.3d), 4 open PO(s). Monitor; plan PO before DOI drops below 5d.",5.322916666666666,5.6875,7.874999999999999,78,13.714285714285714,13.714285714285715,7.727648628048781,15.260302337398375,4,108,108,219164.4
jaipur-10249574,jaipur,jaipur,"696713","10249574",SuperYou Pro Fermented Yeast Protein Powder Chocolate 1 kg (24g protein per scoop)(Pouch),"1000 g",https://cdn.grofers.com/da/cms-assets/cms/product/1d6c1dfb-649a-4fd5-8f61-38b58f2568d4.png?bg_token=color.surface.quaternary,0.43,32.56,30.23,41.86,28,Critical,0.01436484,LOW_STOCK_PO_OK,Backend 0.9d / frontend 2.1d - both low. Open PO of 120 units (9.2d cover) is sufficient. Expedite PO fulfilment.,2.1377588757396446,0.910379684418146,9.161823753169905,3,3.2953283683141503,13.097828907533952,1.8175080128205128,14.413261217948719,6,120,120,243516.0
hyderabad-10252336,hyderabad,hyderabad,"700334","10252336",SuperYou Pro Fermented Yeast Protein- Coffee | 24g Protein Per Scoop 1.0 KILOGRAM,"1000 g",https://cdn.grofers.com/da/cms-assets/cms/product/86025951-c6d2-46e6-8dd2-3154bdfed892.png?bg_token=color.surface.quaternary,0.3,18.63,19.61,20.59,6,Critical,0.01373406,LOW_STOCK_PO_OK,Backend 0d / frontend 1.7d - both low. Open PO of 204 units (57.1d cover) is sufficient. Expedite PO fulfilment.,1.68,0.0,57.12,0,3.5714285714285716,3.5714285714285716,0.0,1.68,5,204,204,413977.2
kolkata-10249574,kolkata,kolkata,"696713","10249574",SuperYou Pro Fermented Yeast Protein Powder Chocolate 1 kg (24g protein per scoop)(Pouch),"1000 g",https://cdn.grofers.com/da/cms-assets/cms/product/1d6c1dfb-649a-4fd5-8f61-38b58f2568d4.png?bg_token=color.surface.quaternary,0.78,73.12,73.12,69.89,202,Critical,0.01339088,STOCK_OK_OSA_LOW,"Inventory is sufficient (backend 19.5d, frontend 17.5d) yet OSA is 70%. Likely uneven darkstore distribution or listing issue - check store-level availability with Blinkit.",17.45679012345679,19.530864197530867,1.037037037037037,226,11.57142857142857,11.571428571428571,67.33872487624501,96.24823628423557,1,12,12,24351.6
faridabad-10249574,faridabad,faridabad,"696713","10249574",SuperYou Pro Fermented Yeast Protein Powder Chocolate 1 kg (24g protein per scoop)(Pouch),"1000 g",https://cdn.grofers.com/da/cms-assets/cms/product/1d6c1dfb-649a-4fd5-8f61-38b58f2568d4.png?bg_token=color.surface.quaternary,0.35,47.62,47.62,33.33,34,Critical,0.0131779,LOW_STOCK_PO_OK,Backend 1.5d / frontend 0.6d - both low. Open PO of 876 units (15.3d cover) is sufficient. Expedite PO fulfilment. OSA falling (48% -> 33%).,0.5935054324599682,1.5301825168107592,15.291492906909768,90,58.81651307033622,57.28675449368072,1.4961784608816313,2.023241327783115,6,876,876,1777666.8
noida-10249576,delhi,noida,"696715","10249576",SuperYou Pro Fermented Yeast Protein Powder Unflavored 1 kg (24g protein per scoop),"1000 g",https://cdn.grofers.com/da/cms-assets/cms/product/f2f4c9dc-8c1c-462e-8bb9-f056c076e95d.png?bg_token=color.surface.quaternary,0.71,77.95,73.85,68.72,93,Critical,0.01268517,BE_LOW_PO_OPEN,Frontend OK (13.4d) but backend low (0.2d); open PO of 24 units (3.5d). Ensure PO is fulfilled before frontend runs out.,13.381864308379917,0.17713699587058207,3.45338433764643,1,5.645348082625322,6.94970430553253,1.8852437417654806,16.565824467144623,2,24,24,47023.2
indore-10249574,indore,indore,"696713","10249574",SuperYou Pro Fermented Yeast Protein Powder Chocolate 1 kg (24g protein per scoop)(Pouch),"1000 g",https://cdn.grofers.com/da/cms-assets/cms/product/1d6c1dfb-649a-4fd5-8f61-38b58f2568d4.png?bg_token=color.surface.quaternary,0.69,65.0,70.0,70.0,4,Critical,0.01185952,STOCK_OK_OSA_LOW,"Inventory is sufficient (backend 255.6d, frontend 13.9d) yet OSA is 70%. Likely uneven darkstore distribution or listing issue - check store-level availability with Blinkit.",13.895432692307693,255.63461538461542,41.68629807692308,36,0.14082599864590384,0.28786437159415273,255.63461538461542,284.0384615384616,1,12,12,24351.6
lucknow-10249574,lucknow,lucknow,"696713","10249574",SuperYou Pro Fermented Yeast Protein Powder Chocolate 1 kg (24g protein per scoop)(Pouch),"1000 g",https://cdn.grofers.com/da/cms-assets/cms/product/1d6c1dfb-649a-4fd5-8f61-38b58f2568d4.png?bg_token=color.surface.quaternary,0.32,27.45,29.41,37.25,57,Critical,0.01162789,LOW_STOCK_PO_OK,Backend 0.6d / frontend 4.2d - both low. Open PO of 228 units (16.7d cover) is sufficient. Expedite PO fulfilment.,4.177424385345667,0.556211086563567,16.709697541382667,6,10.787271496276235,13.644771213562843,0.552239751963083,9.166492803580068,6,228,228,462680.4
pune-10252336,pune,pune,"700334","10252336",SuperYou Pro Fermented Yeast Protein- Coffee | 24g Protein Per Scoop 1.0 KILOGRAM,"1000 g",https://cdn.grofers.com/da/cms-assets/cms/product/86025951-c6d2-46e6-8dd2-3154bdfed892.png?bg_token=color.surface.quaternary,0.37,50.56,50.56,44.94,8,Critical,0.01156328,LOW_STOCK_PO_OK,Backend 2.1d / frontend 1.1d - both low. Open PO of 156 units (21.3d cover) is sufficient. Expedite PO fulfilment.,1.0926476957917162,2.110225584871922,21.306630067938467,15,7.108244780811153,7.321664641596411,7.380952380952381,5.808155964405965,5,156,156,316570.8
surat-10249574,surat,surat,"696713","10249574",SuperYou Pro Fermented Yeast Protein Powder Chocolate 1 kg (24g protein per scoop)(Pouch),"1000 g",https://cdn.grofers.com/da/cms-assets/cms/product/1d6c1dfb-649a-4fd5-8f61-38b58f2568d4.png?bg_token=color.surface.quaternary,0.24,31.25,31.25,31.25,47,Critical,0.00934246,BE_LOW_PO_OPEN,Frontend OK (7.8d) but backend low (1.6d); open PO of 24 units (4d). Ensure PO is fulfilled before frontend runs out.,7.828077663988409,1.6255213160333644,3.997316253951528,19,11.688557887610019,6.0040283218209005,1.8232198544698548,5.245755370755372,2,24,24,48703.2
